chr1	0	1e+06	212564	0.442056451612903	0.92624633431085
chr1	1e+06	2e+06	242388	0.441446428571429	0.946428571428571
chr1	2e+06	3e+06	273222	0.42773556231003	0.941309754075711
chr1	3e+06	4e+06	293406	0.429035608308605	0.932182357701645
chr1	4e+06	5e+06	305541	0.415303867403315	0.934756403817177
chr1	5e+06	6e+06	335839	0.417209595959596	0.934527089072544
chr1	6e+06	7e+06	313558	0.416015831134565	0.936195730390981
chr1	7e+06	8e+06	323834	0.413930412371134	0.939971883786317
chr1	8e+06	9e+06	337339	0.409815724815725	0.940317176680813
chr1	9e+06	1e+07	341236	0.395483460559796	0.916631968540365
chr1	1e+07	1.1e+07	319015	0.409090909090909	0.927272727272727
chr1	1.1e+07	1.2e+07	335143	0.40985257985258	0.947822202367657
chr1	1.2e+07	1.3e+07	318211	0.399633507853403	0.940932889100428
chr1	1.3e+07	1.4e+07	334545	0.399064837905237	0.933665835411471
chr1	1.4e+07	1.5e+07	364073	0.391632183908046	0.943991640543365
chr1	1.5e+07	1.6e+07	355795	0.394563679245283	0.949485420240137
chr1	1.6e+07	1.7e+07	337407	0.396732186732187	0.938306901943266
chr1	1.7e+07	1.8e+07	355403	0.398444180522565	0.927143165622976
chr1	1.8e+07	1.9e+07	353551	0.390385542168675	0.941161007667032
chr1	1.9e+07	2e+07	375539	0.397195652173913	0.934822134387352
chr1	2e+07	2.1e+07	401297	0.391020202020202	0.928999081726354
chr1	2.1e+07	2.2e+07	405316	0.39320564516129	0.903555718475073
chr1	2.2e+07	2.3e+07	421046	0.385485436893204	0.935357458075905
chr1	2.3e+07	2.4e+07	430850	0.39171875	0.933771306818182
chr1	2.4e+07	2.5e+07	429288	0.389990619136961	0.936858263687532
chr1	2.5e+07	2.6e+07	413021	0.386663179916318	0.939786991251426
chr1	2.6e+07	2.7e+07	403560	0.387383838383838	0.944168962350781
chr1	2.7e+07	2.8e+07	415104	0.391722440944882	0.931317108088762
chr1	2.8e+07	2.9e+07	424932	0.38031007751938	0.936892177589852
chr1	2.9e+07	3e+07	417933	0.383137450199203	0.93516841724013
chr1	3e+07	3.1e+07	421025	0.395671342685371	0.943450537438513
chr1	3.1e+07	3.2e+07	414357	0.397851485148515	0.936129612961296
chr1	3.2e+07	3.3e+07	395618	0.397505241090147	0.929559748427673
chr1	3.3e+07	3.4e+07	412779	0.402637474541752	0.925754489909276
chr1	3.4e+07	3.5e+07	418719	0.398556603773585	0.925694682675815
chr1	3.5e+07	3.6e+07	383936	0.392835497835498	0.940023612750886
chr1	3.6e+07	3.7e+07	386934	0.395185185185185	0.932065755595167
chr1	3.7e+07	3.8e+07	399596	0.400474683544304	0.938971998465669
chr1	3.8e+07	3.9e+07	406708	0.394853228962818	0.930012453300124
chr1	3.9e+07	4e+07	371820	0.404316143497758	0.924419078679168
chr1	4e+07	4.1e+07	380431	0.396798715203426	0.946272143274285
chr1	4.1e+07	4.2e+07	370387	0.400952914798206	0.933754586220954
chr1	4.2e+07	4.3e+07	359510	0.401521252796421	0.929021761236526
chr1	4.3e+07	4.4e+07	365883	0.415435779816514	0.920350291909925
chr1	4.4e+07	4.5e+07	351956	0.410559523809524	0.928484848484848
chr1	4.5e+07	4.6e+07	350490	0.413583138173302	0.931062380242708
chr1	4.6e+07	4.7e+07	341502	0.406380952380952	0.917705627705628
chr1	4.7e+07	4.8e+07	355850	0.412384987893462	0.926348228043143
chr1	4.8e+07	4.9e+07	335128	0.411176470588235	0.918404634581105
chr1	4.9e+07	5e+07	340919	0.398587223587224	0.910699128880947
chr1	5e+07	5.1e+07	367067	0.395912087912088	0.935384615384615
